sample_idx,motie_id,frame,trigger,filler,party,year,gold_actor_span,gold_actor_cat,gold_patient_span,gold_patient_cat,pred_actor_spans,pred_actor_cat,pred_patient_spans,pred_patient_cat
695,86edf316-6064-4244-b0d8-c61fc9074ad5,Cogitation,"overwegende,","overwegende, dat tijdelijke natuur een positieve bijdrage kan leveren aan de ontwikkelingskansen van (zeldzame) plant- en diersoorten;",PvdD,2009,tijdelijke natuur,Nature,de ontwikkelingskansen van (zeldzame) plant- en diersoorten,Nature,tijdelijke natuur,Nature,de ontwikkelingskansen,Other
696,df6cf8f2-abc9-4a9f-8760-e953eb0cf9c8,Statement,constaterende,dat er zeldzame grondstoffen nodig zijn voor het bouwen van windmolens;,PvdD,2021,,,zeldzame grondstoffen,Other,zeldzame grondstoffen,Other,,
697,e14f04e8-2377-4327-8774-18dbc4114b3f,Statement,geconstateerd,"dat regels en milieunormen stelselmatig worden overtreden, waarbij de volksgezondheid en het milieu structureel gevaar lopen;",PvdD,2011,,,de volksgezondheid en het milieu,Nature,regels|de volksgezondheid,Other|Science,gevaar,Other
698,8a6cfe23-3ffc-4bfc-b031-7eb10dd5efb9,Statement,constaterende,Motie van het lid Ouwehand over niet instemmen met teelt van een genetisch gemanipuleerde maissoort,PvdD,2013,het lid Ouwehand,Government,teelt van een genetisch gemanipuleerde maissoort,Agriculture,,,teelt|een genetisch gemanipuleerde maissoort,Agriculture|Agriculture
699,eb13813b-5847-426a-ac0f-8d5a89ed61b2,Statement,spreekt uit,"dat het onwenselijk is dat bij de energie-intensieve industrie niet de vervuiler/uitstoter van CO2 betaalt, maar de belastingbetaler,",PvdD,2017,de vervuiler/uitstoter van CO2,Industry,,,,,de energie-intensieve industrie|de vervuiler/uitstoter,Industry|Industry
700,bb80c889-08ae-41e3-9e48-080e3dd9d2fe,Cogitation,overwegende,dat er al jaren zorgen zijn over hoge ammoniakconcentraties in varkensstallen;,PvdD,2022,,,hoge ammoniakconcentraties,Nature,,,hoge ammoniakconcentraties,Nature
701,1d56642c-b2d9-477f-ae26-4a7884a056ab,Statement,constaterende,"dat het mestoverschot van Nederland nog steeds een groot probleem is, met nadelige gevolgen voor de kwaliteit van de lucht, de bodem, het water en de natuur in Nederland; overwegende dat in 1984 mestregelgeving met productierechten werd ingevoerd om de kwantiteit van het aanbod van mest in de hand te houden; overwegende dat het loslaten van de productierechten betekent dat de Nederlandse overheid geen instrument meer in handen heeft om de omvang van de mestproductie bij te sturen;",PvdD,2013,het mestoverschot van Nederland,Agriculture,"de kwaliteit van de lucht, de bodem, het water en de natuur in Nederland",Nature,het mestoverschot|de Nederlandse overheid,Agriculture|Government,productierechten|de kwantiteit|geen instrument|de omvang,Industry|Other|Other|Other
702,81afcf53-70bf-49ce-af34-cae810b8eaf6,Statement,constaterende,"dat aardgas een vervuilende fossiele brandstof is, waarbij de verbranding leidt tot de uitstoot van CO2;",PvdD,2017,aardgas,Energy,,,aardgas|de verbranding,Energy|Other,de uitstoot,Other
703,946b0f68-fbe4-453f-b9f4-1b95b2190fda,Statement,stelt,"dat het verbod zoals vastgelegd in 4, eerste lid, in de Beneluxovereenkomst een absoluut karakter heeft;",PvdD,2014,"het verbod zoals vastgelegd in 4, eerste lid, in de Beneluxovereenkomst",International,,,het verbod,Other,de Beneluxovereenkomst|een absoluut karakter,International|Other
704,9c29be24-7f74-4ed4-ae6e-fe9907aa0225,Cogitation,overwegende,dat de installatie van windmolens op zee veel geluid met zich mee kan brengen dat negatieve gevolgen heeft voor het onderwaterleven;,PvdD,2015,de installatie van windmolens op zee,Energy,het onderwaterleven,Nature,de installatie,Other,veel geluid|het onderwaterleven,Other|Nature
705,1c4cdabd-269e-4744-91fe-ecdb4a11f14b,Cogitation,overwegende,Motie van het lid Ouwehand over de wooncrisis beëindigen door een krimp van het aantal dieren in de veehouderij,PvdD,2020,,,de wooncrisis,Other,,,een krimp,Other
706,0aaa6196-b034-440d-8c3d-3f7e5b7f7b50,Statement,constaterende,Motie van het lid Van Raan over het risico minimaliseren dat de ondergrens van minimaal 25% CO2-reductie in 2020 gemist wordt,PvdD,2019,,,de ondergrens van minimaal 25% CO2-reductie in 2020,Other,de ondergrens,Other,,
707,aa8e00b3-7f0e-4589-bf39-e3a96cafb862,Statement,constaterende,"dat ecologie geen vast en altijd geldend criterium in de wet is, maar een rangschikkingscriterium, dat bij ministeriële kan worden uitgewerkt;",PvdD,2021,,,ecologie,Nature,ecologie,Nature,,
708,0f019043-b491-492a-9182-e9ab4a7796ae,Statement,constaterende,dat de biomassacentrale in Diemen in de komende twee jaar nog niet kan worden omgebouwd vanwege lopende procedures;,PvdD,2020,de biomassacentrale in Diemen,Energy,,,,,Diemen|lopende procedures,Government|Government
709,3c815dea-ebe3-4abc-851d-d2a7e46086bd,Cogitation,overwegende,"dat het kabinet heeft aangegeven vast te houden aan de klimaatdoelstellingen, maar dat de huidige beleidsmaatregelen daarvoor ontoereikend lijken te zijn;",PvdD,2025,het kabinet,Government,de klimaatdoelstellingen,Other,de huidige beleidsmaatregelen,Government,de klimaatdoelstellingen,Government
710,9038a256-8488-4f21-8297-016094a445b0,Statement,constaterende,dat zeker 54 bedrijven nog steeds lozingsvergunningen hebben en dat hierdoor grote hoeveelheden schadelijke stoffen worden geloosd;,PvdD,2024,54 bedrijven,Industry,grote hoeveelheden schadelijke stoffen,Other,zeker 54 bedrijven|grote hoeveelheden|schadelijke stoffen,Industry|Other|Nature,lozingsvergunningen,Government
711,f10dbafc-3974-4c27-a525-166d92f8fd92,Statement,uitgesproken,dat boeren er in hun bemestingsplan rekening mee moeten houden dat de derogatie mogelijk niet wordt verkregen;,PvdD,2021,boeren,Agriculture,,,boeren|de derogatie,Agriculture|Other,hun bemestingsplan,Agriculture
712,67781920-dc8f-4f9b-97e9-5253da037f03,Statement,constaterende,"dat het aantal lobbyisten van de agro-industrie op de klimaattop is gestegen naar 340, waarvan 120 specifiek voor vlees en zuivel, een verdrievoudiging ten opzichte van COP27;",PvdD,2024,,,het aantal lobbyisten van de agro-industrie,Agriculture,,,vlees,Agriculture
713,eca771d0-26ae-4f99-b19a-c064275882f9,Statement,constaterende,"dat de de motie Koffeman c.s. (35 668, F) heeft aangenomen, die de regering verzoekt definitief geen nieuwe of verlengde subsidies te geven op het stoken van houtige biomassa;",PvdD,2021,de regering,Government,nieuwe of verlengde subsidies,Other,,,de motie|geen nieuwe of verlengde subsidies,Other|Government
714,1ed23076-0ff1-4f66-8b64-7a60d96f9eea,Statement,constaterende,"dat in het Besluit gevoelige bestemmingen is bepaald dat binnen 300 meter van een snelweg en 50 meter van een provinciale weg mag worden gebouwd, zolang daar de normen van luchtkwaliteit niet worden overschreden;",PvdD,2014,,,,,gevoelige bestemmingen|de normen,Nature|Other,het Besluit|meter,Government|Other
715,fa8d261f-9eec-407d-98b5-a14c463499fb,Statement,constaterende,dat de scheepvaart om kruisbesmetting en vervuiling bij reiniging te voorkomen dedicatievaart,PvdD,2019,de scheepvaart,Industry,kruisbesmetting en vervuiling,Nature,de scheepvaart,Industry,kruisbesmetting|reiniging,Other|Other
716,88273c27-c667-4eb4-b522-e38079ca5892,Statement,constaterende,dat in het Europese voorstel voor de herziening van de richtlijn luchtkwaliteit de WHO-normen pas in 2050 hoeven te worden behaald;,PvdD,2022,,,de WHO-normen,International,,,de WHO-normen,International
717,c14c0fdb-107c-4429-92ec-9bc5d0edaa2a,Statement,constaterende,dat een nulstand van wilde zwijnen niet reëel en niet houdbaar is;,PvdD,2015,een nulstand van wilde zwijnen,Nature,,,wilde zwijnen,Nature,een nulstand,Other
718,d1ba2edd-89cb-4757-bed5-302208d90275,Statement,Motie,over een belangenkader om barrières op regionaal besluitvormingsniveau te slechten,PvdD,2017,,,barrières op regionaal besluitvormingsniveau,Government,,,barrières|regionaal besluitvormingsniveau,Other|Government
719,edfa47c3-680e-4cd3-ae32-338f5f25d150,Statement,constaterende,dat er geen voorschriften bestaan die veroordeelde veelplegers van milieucriminaliteit uitsluiten van consultatie of stakeholdersbijeenkomsten;,PvdD,2018,,,veroordeelde veelplegers van milieucriminaliteit,Other,geen voorschriften,Other,veroordeelde veelplegers|consultatie,Citizens|Government
720,0be7cd88-8e6e-4be4-8053-4c51b9e77cc1,Cogitation,overwegende,dat de Wet natuurbescherming al een verslechtering betekende van de bescherming van de kwetsbare natuur in Nederland ten opzichte van eerdere wetten;,PvdD,2019,de Wet natuurbescherming,Government,de bescherming van de kwetsbare natuur in Nederland,Nature,,,een verslechtering,Other
721,535b9720-391e-4147-a5e8-8fa53a1cc1f8,Statement,constaterende,dat dit betekent dat de uitstoot met ten minste zo’n 10 miljoen ton CO2 moet worden verminderd;,PvdD,2018,,,de uitstoot,Nature,de uitstoot,Other,,
722,daf77935-d9a1-4a41-b714-0f458d4e8541,Statement,constaterende,dat acties om de schade te beperken bemoeilijkt worden door het feit dat nog altijd onbekend is wat de exacte inhoud van de overboord geslagen containers is;,PvdD,2019,het feit dat nog altijd onbekend is wat de exacte inhoud van de overboord geslagen containers is,Other,acties om de schade te beperken,Other,acties|de exacte inhoud,Other|Other,de schade,Other
723,4aa8d53a-10bb-4b20-b337-62708489463b,Cogitation,overwegende,dat het energieakkoord van de Sociaal Economische Raad (SER) en maatschappelijke partijen onvoldoende handvatten biedt om aan deze uitdagingen tegemoet te komen;,PvdD,2013,het energieakkoord van de Sociaal Economische Raad (SER) en maatschappelijke partijen,Government,,,,,onvoldoende handvatten|deze uitdagingen,Government|Other
724,e24cbed6-8daa-4a4d-ae35-0fdcedce2e9a,Statement,constaterende,dat de Europese afhankelijkheid van Russisch gas weer is toegenomen;,PvdD,2025,,,de Europese afhankelijkheid van Russisch gas,International,de Europese afhankelijkheid,International,,
725,75ce2575-b4fd-47a7-ad3c-a10d9de9fd09,Cogitation,overwegende,Motie van het lid Van Raan over een CO2-klok ophangen in de Tweede Kamer zodat klimaatverandering op de voet gevolgd kan worden,PvdD,2021,het lid Van Raan,Government,klimaatverandering,Nature,klimaatverandering,Nature,Tweede|de voet,Other|Citizens
726,51b9274e-f1fb-453a-845c-33b9a91aef0b,Statement,constaterende,dat mestscheiding en -verwerking zeer fraudegevoelig blijken;,PvdD,2017,mestscheiding en -verwerking,Agriculture,,,mestscheiding,Agriculture,,
727,ec1c3ffb-4329-4555-bc0c-1d81f3226b0c,Statement,"constaterende,","constaterende, dat de minister op 29 april 2011 het definitieve inpassingsplan voor de gasopslag Bergermeer heeft getekend zonder de Kamer te informeren over de uitkomsten van de door haar gevraagde schaderisicoanalyse;",PvdD,2011,de minister,Government,het definitieve inpassingsplan voor de gasopslag Bergermeer,Energy,de minister,Government,het definitieve inpassingsplan|de uitkomsten,Government|Other
728,072c94c9-f834-4ba4-8bdf-4ee82331a482,Cogitation,"overwegende,",Motie Snijder-Hazelhoff over wijziging van de begrenzing van het gebied de Wieden,VVD,2010,Motie Snijder-Hazelhoff,Government,de begrenzing van het gebied de Wieden,Nature,Wieden,Other,,
729,eff1648b-fb7a-4738-b748-5f5d2212110f,Statement,"constaterende,","constaterende, dat ondernemers al jaren in onzekerheid zitten door trage beheerplanprocessen over toekomstige bedrijfsvoering door de Natura 2000-regelgeving; constaterende, dat in veel gevallen al ontwerpbeheerplannen gereed zijn in gebieden die nog definitief aangewezen moeten worden; overwegende, dat ondernemers snel duidelijkheid willen hebben over welke activiteiten wel of niet vergunningsplichtig zijn en dat de beheerplannen helderheid moeten bieden;",VVD,2012,trage beheerplanprocessen,Government,ondernemers,Industry,ondernemers|ondernemers|de beheerplannen,Industry|Industry|Other,onzekerheid|trage beheerplanprocessen|Natura|gebieden|activiteiten wel|helderheid,Other|Government|Nature|Other|Other|Other
730,13cb5033-c0dc-4956-ad82-5f6491570e44,Statement,constaterende,"dat er door de regering wordt gewerkt aan het versnellen van de gaswinning op de Noordzee en dat er aanvullende maatregelen worden verkend, maar dat er nog steeds geen versnelling is gerealiseerd;",VVD,2024,de regering,Government,het versnellen van de gaswinning op de Noordzee,Energy,geen versnelling,Other,,
731,eff1648b-fb7a-4738-b748-5f5d2212110f,Statement,"constaterende,","constaterende, dat in veel gevallen al ontwerpbeheerplannen gereed zijn in gebieden die nog definitief aangewezen moeten worden; overwegende, dat ondernemers snel duidelijkheid willen hebben over welke activiteiten wel of niet vergunningsplichtig zijn en dat de beheerplannen helderheid moeten bieden;",VVD,2012,ondernemers,Industry,duidelijkheid,Other,ondernemers|de beheerplannen,Industry|Other,gebieden|activiteiten wel|helderheid,Other|Other|Other
732,feebabd3-9b73-41c0-8d05-911794d38bb7,Cogitation,overwegende,dat het regeerakkoord spreekt van mogelijke klimaatwinst op korte termijn in de luchtvaart door meer gebruik van biokerosine en dat biokerosine op korte termijn de beste kans op verduurzaming is in de luchtvaart;,VVD,2018,het regeerakkoord,Government,mogelijke klimaatwinst op korte termijn in de luchtvaart,Nature,,,mogelijke klimaatwinst|de luchtvaart,Nature|Industry
733,f39ac664-9d46-48d9-a4e6-e630e43ccd80,Cogitation,"overwegende,","overwegende, dat de Vogel- en Habitatrichtlijn ons niet verplicht om bestaand gebruik te reguleren en het «Kokkelvisserijarrest» slechts een indicatie geeft dat specifieke vormen van bestaand gebruik vergunningplichtig kunnen zijn;",VVD,2009,de Vogel- en Habitatrichtlijn,International,ons,Government,Kokkelvisserijarrest|specifieke vormen,Agriculture|Other,slechts een indicatie,Other
734,bcdef59a-9cf2-4de5-8385-e65422b3fc79,Statement,constaterende,dat de richtlijn hiervoor een uitzonderingsmogelijkheid biedt voor het mkb;,VVD,2020,de richtlijn,International,het mkb,Industry,de richtlijn hiervoor,Other,een uitzonderingsmogelijkheid,Other
735,a5644925-0730-49bb-9444-c0764db496be,Cogitation,"overwegende,",Motie Snijder-Hazelhoff over bij verkoop hanteren van een grondwaarde van 30% van de woz-waarde,VVD,2010,,,grondwaarde van 30% van de woz-waarde,Other,,,verkoop,Other
736,bdaa7740-2b7e-449b-b8c5-1b6c81fa7fd1,Statement,"constaterende,","dat grotere flexibiliteit (carry over) in het administratief verdelen van bijmengpercentages van biobrandstoffen tussen de verschillende jaren leidt tot lagere kosten voor de automobilist en een effectiever systeem van het bijmengen van betere biobrandstoffen; verzoekt de regering, per 1 januari 2013 een grotere flexibiliteit van het administratief schuiven van bijmengvolumes voor biobrandstoffen tussen de verschillende jaren mogelijk te maken,",VVD,2012,grotere flexibiliteit (carry over) in het administratief verdelen van bijmengpercentages van biobrandstoffen tussen de verschillende jaren,Government,lagere kosten voor de automobilist en een effectiever systeem van het bijmengen van betere biobrandstoffen,Citizens,grotere flexibiliteit,Other,een grotere flexibiliteit,Other
737,eb3e6fad-7949-403b-bfd4-f24a215f65ad,Statement,constaterende,Motie van het lid Erkens over aangeven dat voor Nederland bij een potentieel EU-klimaatdoel voor 2040 een stevig uitvoeringspakket randvoorwaardelijk is,VVD,2024,het lid Erkens,Government,een stevig uitvoeringspakket,Government,uitvoeringspakket,Government,een potentieel,Other
738,89cfc3ee-3a27-46ce-8cf3-6249996b4e05,Statement,constaterende,dat het doel van de Richtlijn single-use plastics (SUP) is om de hoeveelheid plastic in zwerfafval te verminderen en dat de richtlijn verder niet kijkt naar de bredere milieu-impact;,VVD,2025,de Richtlijn single-use plastics (SUP),International,de hoeveelheid plastic in zwerfafval,Nature,de richtlijn,Other,de hoeveelheid|zwerfafval|de bredere milieu-impact,Other|Nature|Nature
739,790e6b82-1c84-48e7-811f-0c332589af53,Statement,constaterende,dat het aantal «natuurbrandgevoelige dagen» in Nederland sinds 1950 is verdubbeld en dat het risico op onbeheersbare natuurbranden sterk is toegenomen;,VVD,2025,,,het aantal «natuurbrandgevoelige dagen»,Nature,,,onbeheersbare natuurbranden,Nature
740,b3c90c72-1e3e-4066-9e17-6ef9e9a5a3e1,Statement,"constaterende,",als haar mening uit dat deze verplichtingen onwerkbaar en onnodig zijn;,VVD,2011,,,deze verplichtingen,Other,deze verplichtingen,Other,,
741,46b51fa0-0b6e-44f0-a4c6-2912a516f59c,Cogitation,"overwegende,","dat een aantal provincies wijzigingsvoorstellen heeft ingediend op de begrenzingsvoorstellen als ook op een aantal instandhoudingsdoelstellingen, zoals die thans voorliggen;",VVD,2010,een aantal provincies,Government,wijzigingsvoorstellen,Other,provincies,Government,wijzigingsvoorstellen|de begrenzingsvoorstellen,Other|Government
742,b0503b17-8b83-4096-8800-09df6908a728,Statement,constaterende,dat Nederland hierdoor dure noodmaatregelen heeft moeten treffen om de gasopslagen toch op tijd gevuld te krijgen en de energieprijzen hard stegen vanwege de tekorten en onzekerheden;,VVD,2024,Nederland,Government,dure noodmaatregelen,Other,de energieprijzen,Energy,dure noodmaatregelen|de gasopslagen|de tekorten,Government|Energy|Other
